Cell_Type	TF/DNase/HM	Treatment	DeepSEA_auROC	DanQ_auROC	DanQ-JASPAR_auROC	ChromDL_auROC	DeepSEA_auPRC	DanQ_auPRC	DanQ-JASPAR_auPRC	ChromDL_auPRC
HepG2	TBP	None	0.950510123	0.9557388547	0.9609466688	0.9652662598227031	0.3415372568	0.3581089208	0.3738284719	0.37035626449505954
HepG2	TCF7L2	None	0.899442773	0.9038006303	0.9297832294	0.9681495141048557	0.0452437007	0.0502207626	0.0650570568	0.17521824024049587
HepG2	TR4	None	0.955447688	0.9624911553	0.9640745092	0.9683332494646923	0.1619391492	0.1719670663	0.1838263468	0.22848573167116934
HepG2	USF2	None	0.988657533	0.9890982433	0.9887737187	0.9919469083121779	0.3233984481	0.3635448823	0.3834066078	0.43806555689175053
HepG2	ZNF274	None	0.581511778	0.6670968366	0.7275367351	0.8083150188785401	3.08E-005	4.57E-005	4.47E-005	0.00019690201820932494
HUVEC	c-Fos	None	0.943040764	0.9487503928	0.9514795891	0.960737541435326	0.4358094152	0.4581633877	0.4696052398	0.5080582312802393
HUVEC	c-Jun	None	0.954824284	0.9597116124	0.963484394	0.9711458152196752	0.3315946609	0.3441445349	0.3615544309	0.39986444695348705
HUVEC	GATA2	None	0.903775129	0.9064635804	0.9132200497	0.9434507191957588	0.2605976416	0.2780224339	0.2890174567	0.3722425607608669
HUVEC	Max	None	0.982212477	0.9852562828	0.984702898	0.9873545097487184	0.2980944365	0.3289242773	0.3460876403	0.3604540610101474
HUVEC	Pol2	None	0.919660131	0.9263211135	0.9220596619	0.9308637569491254	0.2874975035	0.2976915518	0.3020382927	0.3044314227909963
IMR90	CEBPB	None	0.957708483	0.9637558238	0.9650904318	0.9717394828250157	0.4919401381	0.5420531576	0.5401249531	0.5842795033981029
IMR90	CTCF	None	0.981451777	0.9842912699	0.9864397146	0.9877856994535881	0.6523086521	0.6798995739	0.688950478	0.7015147668556851
IMR90	MafK	None	0.969615656	0.9657285516	0.9721700967	0.9820938325823229	0.4775199829	0.4808510652	0.5147301608	0.6032667050190667
IMR90	Pol2	None	0.927833154	0.937206881	0.9380889128	0.9349152764153751	0.3818104049	0.4024431401	0.3991847654	0.40495906389951114
IMR90	Rad21	None	0.972486883	0.9766567544	0.9784386487	0.9804041162746182	0.5413565194	0.5734305941	0.5818752134	0.5856921799285271
K562	ARID3A	None	0.934062532	0.9391425527	0.9455237214	0.9517048430817191	0.1087013446	0.1250696444	0.1390694186	0.13471514095480436
K562	ATF1	None	0.963418585	0.9672234155	0.9700869407	0.97493550066528	0.2570334661	0.2711906	0.2815419744	0.3052439999577985
K562	ATF3	None	0.973900614	0.9828363322	0.9835288124	0.9855203606998463	0.2727262125	0.304604719	0.3115346942	0.31520662875831373
K562	Bach1	None	0.950839028	0.9436074736	0.9594276228	0.9655935203803463	0.1821638931	0.1827378884	0.2241930902	0.26815761838296204
K562	BDP1	None	0.962916158	0.9855939079	0.9856282881	0.9965986357179906	0.02438521	0.1444657232	0.0849190659	0.30710338372738016
K562	BHLHE40	None	0.947173928	0.9536344182	0.9551671176	0.9601144090052396	0.2524667175	0.2781837559	0.2955396696	0.30870284803415915
K562	BRF1	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
K562	BRF2	None	0.74819253	0.7724808411	0.7803056277	0.7806170162776038	0.0009795952	0.0014624101	0.0016285697	0.0018183731396224406
K562	Brg1	None	0.918584226	0.9218355805	0.9342219554	0.9312546566274047	0.0479995425	0.0858655159	0.0751181881	0.0689132180588679
K562	CCNT2	None	0.965327055	0.9685694122	0.9708003507	0.9715944169819677	0.4608400929	0.4762241784	0.4806962995	0.464691021946894
K562	CEBPB	None	0.960665533	0.9666298204	0.9680735257	0.9737722403398372	0.3613216701	0.4150668701	0.412074842	0.44780265582880574
K562	c-Fos	None	0.985619676	0.9885708426	0.9878148693	0.9888825426369825	0.3026929829	0.3863038538	0.3706404057	0.3946502517689281
K562	CHD2	None	0.964351433	0.9724745702	0.9739243327	0.9835306691724062	0.250524291	0.2900019285	0.3201981118	0.41920034591808575
K562	c-Jun	IFNa30	0.964481926	0.9714108495	0.9736695755	0.9755845214782184	0.2360376418	0.2539203201	0.2679488202	0.2713178613234468
K562	c-Jun	IFNa6h	0.973187226	0.9764013741	0.9783773265	0.9824509806790279	0.2101917392	0.2369280038	0.2448974561	0.27147696721765413
K562	c-Jun	IFNg30	0.966103179	0.9688250143	0.9728571751	0.9769450984138202	0.2380527252	0.2524485802	0.2647302574	0.2880075250190235
K562	c-Jun	IFNg6h	0.970025495	0.9731121602	0.976838734	0.9797474518943167	0.2421054547	0.2582823528	0.2793040465	0.30463106388776534
K562	c-Jun	None	0.980988424	0.984443504	0.9853087182	0.9862244897512163	0.2611140981	0.2636396669	0.2751547332	0.30342201140744846
K562	c-Myc	IFNa30	0.966540975	0.9728478807	0.9729499533	0.9772460028584419	0.2519688919	0.2922449667	0.305405802	0.32589556711612633
K562	c-Myc	IFNa6h	0.959245505	0.9650735567	0.9668557068	0.9713158939125072	0.2636892069	0.3016570054	0.3212834487	0.32650494842518174
K562	c-Myc	IFNg30	0.945047181	0.9522589817	0.9548750288	0.9586306058465978	0.3691681549	0.4129032512	0.4171942304	0.4163864032460058
K562	c-Myc	IFNg6h	0.944248372	0.9524571882	0.9546665539	0.9594502468088053	0.307861141	0.341884344	0.3526749785	0.3596669950768518
K562	c-Myc	None	0.940281022	0.9514997452	0.9528958563	0.960179721586776	0.3350527649	0.372841064	0.3825290469	0.38934711024757723
K562	c-Myc	None	0.97813479	0.9847799238	0.983466606	0.9881160420915511	0.2001988236	0.2393153863	0.2680609717	0.28031853209038693
K562	COREST	None	0.90852965	0.9216249359	0.9278027356	0.9449411914923443	0.0908301481	0.1114428789	0.1240380537	0.13582194657029156
K562	COREST	None	0.910644066	0.919859629	0.9242951647	0.938777238041818	0.2252629956	0.2588015808	0.2674827525	0.28885018019180564
K562	CTCF	None	0.981151975	0.9842335227	0.9858823887	0.987374033253326	0.5696212872	0.60917709	0.6219490554	0.6365538766186235
K562	E2F4	None	0.99107002	0.9917196327	0.9919605522	0.9924342561294188	0.4184436898	0.4401530067	0.4370225731	0.4259234887652142
K562	E2F6	None	0.965098778	0.9702246006	0.9700180837	0.9723514399412275	0.3305398437	0.3481893039	0.3539006679	0.3480884514979635
K562	ELK1	None	0.974589357	0.9784537379	0.9753326227	0.980628979013308	0.4136783169	0.4441093304	0.4177791387	0.437023160521789
K562	GATA1	None	0.978051988	0.9807040913	0.980481771	0.983885378612557	0.1682315749	0.2216134416	0.2316192952	0.26340093755751615
K562	GATA2	None	0.961217893	0.9612273609	0.9644461882	0.9773605585126293	0.2126801834	0.2434963081	0.2642987212	0.30012619173341376
K562	GTF2B	None	0.954309796	0.9541906051	0.9548652815	0.9597489232396071	0.1176004091	0.1200848055	0.1353151171	0.11824655390913452
K562	GTF2F1	None	0.96506466	0.9677719231	0.9625312161	0.9677093547717118	0.171097575	0.1635415889	0.170076579	0.15551506132347015
K562	HMGN3	None	0.976333515	0.9782441732	0.979397291	0.9799758915435883	0.4622290315	0.4760330677	0.4756086476	0.4745646621752567
K562	Ini1	None	0.901901388	0.9071662568	0.9204009093	0.9157273878864622	0.0336110878	0.0385238151	0.0357654519	0.036325194348031734
K562	IRF1	IFNa30	0.951022563	0.9514747967	0.9575021675	0.9740656730027767	0.0386066173	0.1142969593	0.0977089268	0.2022463685530551
K562	IRF1	IFNa6h	0.958966786	0.9701867516	0.9677568217	0.9720435895289382	0.1847280829	0.2503923405	0.2547991781	0.28594032243419465
K562	IRF1	IFNg30	0.948844348	0.9586937083	0.9591777311	0.96724501470033	0.2302324275	0.2747917465	0.277756562	0.26702685583669444
K562	IRF1	IFNg6h	0.980912905	0.9852577293	0.9849634923	0.9860622416544473	0.5501279067	0.5709988117	0.5779082967	0.5701739714003236
K562	JunD	None	0.947257027	0.9536185696	0.9552887628	0.9606495771948497	0.3435554085	0.3660137276	0.3807936015	0.3949269620404061
K562	KAP1	None	0.925209972	0.9400334827	0.9491108825	0.9505563404205494	0.157878409	0.201032915	0.2088290385	0.24689275924461987
K562	MafF	None	0.963101561	0.9554674341	0.9684742861	0.9803701787269768	0.3689656423	0.3667760256	0.4044569455	0.5260676779071587
K562	MafK	None	0.965006155	0.9592753598	0.9704801062	0.9814350628510773	0.3444216999	0.3599519393	0.3899762238	0.5154076229075856
K562	Max	None	0.94846597	0.9557053353	0.9573863871	0.9610774370178506	0.360380742	0.390771066	0.3972594861	0.39562266365104104
K562	MAZ	None	0.960352133	0.9661639201	0.967374813	0.9688070629765559	0.4505824153	0.486423036	0.4840890014	0.4811384987510016
K562	Mxi1	None	0.967138875	0.9727030543	0.9719194586	0.9761124383331374	0.1992709656	0.2401873071	0.2367753984	0.29137821568642835
K562	NELFe	None	0.964381961	0.9732969122	0.9566703976	0.9569009292670924	0.0415701794	0.0861384577	0.0735934488	0.06503381639056961
K562	NF-E2	None	0.977988324	0.9742489751	0.9877401353	0.9964681306211233	0.1569331325	0.1501391405	0.1790071177	0.2853895241474654
K562	NF-YA	None	0.987424696	0.9922700527	0.990801199	0.9909048924169345	0.354487204	0.4179446045	0.4326182044	0.44623797578589025
K562	NF-YB	None	0.98470109	0.9884350516	0.9870534658	0.9891595371060328	0.5119024821	0.576932268	0.5716654409	0.5800278310369343
K562	Nrf1	None	0.983965801	0.9862416379	0.9823769791	0.9866550028425141	0.3438405823	0.4230226749	0.3984643887	0.46809517297522224
K562	p300	None	0.923888769	0.9316272593	0.9392382482	0.9505700921259284	0.2285923842	0.2470760059	0.2788665303	0.302150341446273
K562	Pol2	IFNa30	0.963741275	0.9676227508	0.9660172289	0.9678616602379875	0.442209667	0.4806516352	0.4784136624	0.4622440130854896
K562	Pol2	IFNa6h	0.96184002	0.9662335091	0.9660957085	0.9663753498792814	0.4435149581	0.4758224123	0.4677408262	0.4571157418312363
K562	Pol2	IFNg30	0.958878363	0.965031109	0.9641262052	0.9653426522327994	0.4349475879	0.4741292248	0.473573784	0.45328570355981135
K562	Pol2	IFNg6h	0.960834777	0.9647754736	0.9641944955	0.9649341188597435	0.4928738799	0.5347168988	0.5293268756	0.5164612053535973
K562	Pol2	None	0.917259479	0.924504988	0.9277509149	0.9318938457369346	0.1272429014	0.1462572541	0.1540752166	0.1632838259840887
K562	Pol2(phosphoS2)	None	0.886828058	0.8927657449	0.8910725691	0.8912658560526268	0.0834586811	0.0899313936	0.0916620738	0.08823868853126253
K562	Pol2(phosphoS2)	None	0.797058054	0.8120251956	0.8086756199	0.8406592673112496	0.0082317638	0.0131570372	0.015171423	0.0128409546911117
K562	Pol2	None	0.960974957	0.9652734728	0.9650338462	0.9695944047057199	0.4816115689	0.5152471067	0.5059679825	0.5041578837341695
K562	Pol3	None	0.890884397	0.9403193692	0.9625380751	0.9962001837273802	2.01E-005	3.68E-005	5.87E-005	0.000865811250148987
K562	Rad21	None	0.993792069	0.9946906954	0.9951200454	0.9961044847766127	0.5798398162	0.6071512411	0.621012042	0.6248636275227755
K562	RFX5	None	0.859807842	0.8913547148	0.8738947526	0.9141979342089761	0.0469636853	0.0703747609	0.0700842696	0.0854860014955546
K562	RPC155	None	0.927892057	0.9389298964	0.9376706098	0.9489914184799582	0.0439444726	0.1063860965	0.0848134052	0.14608577540618975
K562	SETDB1	MNaseD	0.906713255	0.9291423427	0.9271812763	0.9264692202306117	0.0795104171	0.1082978351	0.1212712882	0.12324700979267081
K562	SETDB1	None	0.947483511	0.9563614794	0.958453705	0.9651605513353197	0.0834718243	0.1208767547	0.1218054134	0.15031208011891345
K562	SIRT6	None	0.961653335	0.9682838091	0.971255932	0.973524653149616	0.0714029533	0.1049010697	0.1142701763	0.10947106814738061
K562	SMC3	None	0.988945081	0.9908611659	0.9915263101	0.9923399623819261	0.6372524144	0.6694034166	0.6752234197	0.6733946175304086
K562	STAT1	IFNa30	0.95395197	0.9689457661	0.9737647372	0.9773427343127878	0.0531801834	0.1284980816	0.1039309194	0.11020753673214333
K562	STAT1	IFNa6h	0.947853716	0.9570563248	0.9617451139	0.9600171578959168	0.0324300423	0.0968913262	0.0697141601	0.08722892818111216
K562	STAT1	IFNg30	0.943786192	0.9615689588	0.9674549482	0.9758671557143415	0.1132095327	0.1842403477	0.1784704542	0.24085117560900834
K562	STAT1	IFNg6h	0.938983932	0.9654779307	0.9646320419	0.9735298238095251	0.0731234411	0.1176625463	0.1005487853	0.13438631899961245
K562	STAT2	IFNa30	0.963029732	0.9727057901	0.9731185763	0.9757764521847185	0.0622482816	0.1191596187	0.1128838625	0.12899566750608968
K562	STAT2	IFNa6h	0.945908447	0.9597572445	0.9623083047	0.9580373262702461	0.0425176946	0.1311167129	0.0800372016	0.1113377247872748
K562	TAL1	None	0.95609869	0.9577860829	0.9652070231	0.9718602378625467	0.3195901798	0.3451966146	0.3973983428	0.43982425257137486
K562	TBLR1	None	0.938348496	0.9433329617	0.9444787571	0.9434447947977557	0.0863531312	0.1325628509	0.1267848296	0.15218853344287248
K562	TBLR1	None	0.957451023	0.9601557343	0.9644588629	0.9679191060745276	0.1816055513	0.205592704	0.2120731592	0.2354893655317256
K562	TBP	None	0.944047109	0.950474196	0.9513945047	0.9554324205665516	0.3473851595	0.3731390894	0.3722378023	0.36196458766938583
K562	TFIIIC-110	None	0.896968084	0.9116102186	0.9060624384	0.9310747519701661	0.0438442985	0.0806191684	0.0661074666	0.09204616300277631
K562	TR4	None	0.93742265	0.9083330904	0.9230971339	0.9267721266410631	0.0235446551	0.0554128128	0.0330123186	0.07818083792437104
K562	UBF	None	0.978336658	0.9817429685	0.9807419504	0.9819062779482483	0.1982602625	0.221139982	0.2164342306	0.2106475567991396
K562	UBTF	None	0.963889909	0.9656844182	0.9648731504	0.9676430808036982	0.2804650586	0.2861085577	0.2847365445	0.2862037199292577
K562	USF2	None	0.980823973	0.9861606442	0.9832642084	0.9858886905084048	0.3883038401	0.4130545066	0.4169099124	0.41456975365711235
K562	YY1	None	0.989605582	0.9905754486	0.9900878273	0.9949183081297199	0.4080076526	0.4191616678	0.4173644024	0.4905921022491137
K562	Znf143	None	0.947255308	0.9564911159	0.9599244267	0.9696476517140182	0.5250592272	0.5776746894	0.5778401377	0.5980716993146107
K562	ZNF263	None	0.958072088	0.9618142162	0.9619672154	0.985602446805672	0.1362665987	0.1434349157	0.1453186384	0.292172946213971
K562	ZNF274	None	0.907017758	0.9113510333	0.9211295225	0.9360318375420302	0.241459744	0.3359252143	0.3216119092	0.35904322403058175
K562	ZNF274	None	0.955764053	0.9522797291	0.9511921323	0.9604951232080934	0.335516309	0.4317187828	0.3626646715	0.49207694594233015
MCF10A-Er-Src	c-Fos	EtOH_0.01pct	0.963784786	0.9684605521	0.9701119804	0.9752376254211881	0.508411464	0.5266147879	0.5346144893	0.5669711443681416
MCF10A-Er-Src	c-Fos	4OHTAM_1uM_12hr	0.959944882	0.9648792331	0.9657713751	0.9713570391964651	0.5488466043	0.5691102469	0.5757134619	0.6091710832432133
MCF10A-Er-Src	c-Fos	4OHTAM_1uM_4hr	0.958512878	0.9644488446	0.9656945242	0.971257113954105	0.5166305733	0.5406689543	0.5467986113	0.5805404368361688
MCF10A-Er-Src	c-Fos	4OHTAM_1uM_36hr	0.966971328	0.9706667032	0.9711136569	0.9764151299636683	0.5528743707	0.5660738709	0.5719023362	0.603353592542311
MCF10A-Er-Src	c-Myc	EtOH_0.01pct	0.935641807	0.9460528179	0.9488038105	0.9590249018112333	0.3152832893	0.3507919313	0.3561323378	0.38639429502314415
MCF10A-Er-Src	c-Myc	4OHTAM_1uM_4hr	0.943119387	0.9529758204	0.9544410135	0.963206761250069	0.3018918606	0.325546451	0.3423066275	0.37570338044497864
MCF10A-Er-Src	E2F4	4OHTAM_1uM_36hr	0.951546023	0.9578803519	0.9575323622	0.9605477040828726	0.348864744	0.3611082299	0.3662970698	0.3628226955377954
MCF10A-Er-Src	Pol2	EtOH_0.01pct	0.919756971	0.9278421751	0.9268899342	0.9350946639751313	0.4771043033	0.4925724591	0.4926149051	0.5023101478679056
MCF10A-Er-Src	Pol2	4OHTAM_1uM_36hr	0.935138106	0.940105597	0.9396333753	0.944139114876387	0.5072873685	0.5294196952	0.5291784537	0.5311701373139398
MCF10A-Er-Src	STAT3	EtOH_0.01pct_4hr	0.938500045	0.9500152278	0.9532146667	0.9654233149246612	0.3591432162	0.3963202814	0.4100645621	0.46968996486417225
MCF10A-Er-Src	STAT3	EtOH_0.01pct_12hr	0.938311222	0.9481845757	0.9518791759	0.9634681029916131	0.3579766226	0.3880214669	0.4070306011	0.4594758321160263
MCF10A-Er-Src	STAT3	EtOH_0.01pct	0.948802012	0.9605165946	0.9642676054	0.976335379897612	0.2245163806	0.2556532506	0.2767378665	0.32434178716903794
MCF10A-Er-Src	STAT3	4OHTAM_1uM_12hr	0.940365076	0.9494282427	0.9530013091	0.9635055368355375	0.344302482	0.375027323	0.3924705518	0.4454528979662345
MCF10A-Er-Src	STAT3	4OHTAM_1uM_36hr	0.935409158	0.9462393329	0.9494939886	0.9632366941204078	0.3813530035	0.4260344184	0.4426638478	0.5082790923778664
MCF-7	GATA3	None	0.882689026	0.8808270538	0.893885959	0.9479859327486082	0.1337826388	0.1439164507	0.1607058761	0.28442412213092316
MCF-7	GATA3	None	0.884446632	0.8884568815	0.9025032036	0.9478467980889135	0.0738016682	0.0731175998	0.0964362635	0.1944118906306246
MCF-7	HA-E2F1	None	0.948594117	0.9566382961	0.9587931759	0.9635758843274672	0.4420111846	0.4640117028	0.461920568	0.4577495506010859
MCF-7	TCF7L2	None	0.854328689	0.8751404052	0.8836378287	0.9436994225248686	0.0935339081	0.1234305964	0.1345874645	0.2514410663323305
MCF-7	ZNF217	None	0.845105762	0.8879042483	0.8977062406	0.9400716505467325	0.1105046273	0.167044987	0.1885858243	0.29008176664137514
NB4	c-Myc	None	0.951126091	0.9592759671	0.960172935	0.9641507613566376	0.3152592223	0.3646180691	0.3684373926	0.3836741405859594
NB4	Max	None	0.949470627	0.9585663422	0.9584721242	0.9643246925698311	0.3449586106	0.3955546107	0.393987281	0.41535720282290467
NB4	Pol2	None	0.97445289	0.9758462393	0.9752251607	0.9783068277427891	0.505064049	0.5361264984	0.5323969252	0.5269597667427854
NT2-D1	SUZ12	None	0.96806588	0.972292737	0.9725613594	0.971344012154526	0.2079327202	0.2427749575	0.2422762388	0.2314108679925096
NT2-D1	YY1	None	0.978374342	0.9830058849	0.9830834964	0.9897898841472303	0.3141474818	0.3636984595	0.344061629	0.4193959643932854
NT2-D1	ZNF274	None	0.91620714	0.9249288171	0.9204906683	0.9171110379891093	0.3035398083	0.3448341944	0.2966121865	0.3708641089432943
PANC-1	TCF7L2	None	0.848677092	0.8597834968	0.8779486188	0.9272077302465056	0.082182932	0.0946832937	0.1018101092	0.17254564282165322
PBDEFetal	GATA1	None	0.977962325	0.9793327679	0.9800145775	0.9818230218508093	0.1531850467	0.1885067031	0.2365583007	0.29968602490039814
PBDE	GATA1	None	0.915923306	0.9275206094	0.9304194504	0.942794751740931	0.2614663212	0.3048258671	0.3268971943	0.35572130099836063
PBDE	Pol2	None	0.952697224	0.9577033236	0.9562359448	0.9593844236198247	0.5011057766	0.5299800163	0.5310562774	0.5301097963180301
Raji	Pol2	None	0.951517191	0.950649667	0.9533847209	0.9580973820481619	0.5563462454	0.5758574674	0.5774872492	0.5696507317121106
SH-SY5Y	GATA2	None	0.917607875	0.9139864831	0.921388512	0.9587614261331967	0.3070148238	0.3088512512	0.3294331456	0.4606764113021425
SH-SY5Y	GATA3	None	0.922760288	0.9237149565	0.9318836841	0.9640764100425816	0.2065588378	0.2194866895	0.2467320274	0.3521685052102145
U2OS	KAP1	None	0.847567839	0.871573801	0.8790980947	0.9114271789537991	0.1209258809	0.1452818469	0.1476926416	0.21180763450131046
U2OS	SETDB1	None	0.891739628	0.9055654324	0.910909404	0.9180562251322801	0.3539622489	0.4152090289	0.4331705866	0.47116745968891105
K562	eGFP-FOS	None	0.980419497	0.9820375392	0.9825655142	0.9841604072563815	0.318198062	0.3383593479	0.3396571851	0.3737923952680916
K562	eGFP-GATA2	None	0.933816856	0.9377676027	0.9437693542	0.9586197650715681	0.1874983638	0.2026203621	0.2275357713	0.26762735179121966
K562	eGFP-HDAC8	None	0.885867671	0.8963648833	0.9015019529	0.9055568773677445	0.0204912692	0.0244857493	0.0313144337	0.02873781728776099
K562	eGFP-JunB	None	0.959344023	0.9629214265	0.9645038013	0.9677306060921756	0.2308506361	0.2645308548	0.2651005374	0.2881497535461426
K562	eGFP-JunD	None	0.919036699	0.9278493559	0.9317507533	0.939740083296208	0.2650104548	0.2934146821	0.3018865974	0.3119963232431078
A549	CTCF	None	0.97943824	0.9852409592	0.9864813315	0.9878224162740339	0.634364492	0.6822922475	0.6886501668	0.69940507650543
A549	Pol2	None	0.983537983	0.9845859072	0.9848060617	0.9843852002358974	0.4758166407	0.5014422642	0.5061631991	0.5028259398020535
Fibrobl	CTCF	None	0.981667872	0.9859475549	0.9865289498	0.9884462111483381	0.5879522506	0.6286493432	0.6373643567	0.6500510615922978
Gliobla	CTCF	None	0.979205239	0.983514676	0.9847879735	0.9866915945845697	0.6533898409	0.682350819	0.6927915837	0.7081571321898059
Gliobla	Pol2	None	0.982239475	0.9831471308	0.9833126761	0.9842469742890376	0.4484269974	0.479842232	0.4839272764	0.4772315434548633
GM12878	c-Myc	None	0.981507603	0.982223037	0.983075606	0.9829312786860552	0.2549075212	0.3050488911	0.3267080517	0.3184447379453474
GM12878	CTCF	None	0.98547325	0.9888679029	0.989356631	0.9906845167958518	0.6122115296	0.6454336376	0.6507174182	0.6707130753656702
GM12878	Pol2	None	0.942645883	0.9457589203	0.94398137	0.946469578087755	0.4203826654	0.4438860807	0.4428656132	0.44231747913461705
GM12891	CTCF	None	0.98203375	0.986917685	0.9869800275	0.9887097005576696	0.5649951703	0.619215016	0.6260689435	0.6346926027174383
GM12892	CTCF	None	0.976850556	0.9838173802	0.9840161027	0.9850086679518654	0.5557373624	0.6069473908	0.6099822526	0.6172202512814793
GM19238	CTCF	None	0.977065791	0.983717163	0.9843497075	0.9858599259396282	0.5913270913	0.6448719879	0.6517945125	0.6628700302841881
GM19239	CTCF	None	0.981206568	0.9854088462	0.9863621522	0.9864857818724101	0.5228896013	0.5787069864	0.5869761929	0.5960753905097259
GM19240	CTCF	None	0.982284463	0.9873484077	0.987426194	0.9890211400083879	0.613320057	0.6616209455	0.6630247534	0.6722657846684095
H1-hESC	c-Myc	None	0.912264644	0.9194903178	0.9179522295	0.9063676755862755	0.0250503538	0.022574465	0.020449743	0.015856940874227544
H1-hESC	CTCF	None	0.986843822	0.9908473757	0.9916254659	0.9930564038475013	0.5461145512	0.6243978119	0.6397933306	0.6695340802258003
H1-hESC	Pol2	None	0.955230213	0.9604060543	0.9612253606	0.9616321420692031	0.4525427631	0.4678089721	0.4716766638	0.4729871424445949
HeLa-S3	c-Myc	None	0.953793902	0.9616376105	0.9625193135	0.970279517740892	0.0947385611	0.1198202865	0.1258692011	0.16266499316018795
HeLa-S3	CTCF	None	0.983390667	0.9871115413	0.9882833911	0.9896796779308107	0.587809246	0.6287037459	0.6362723607	0.6530791999033705
HeLa-S3	Pol2	None	0.949030559	0.9527597484	0.9511432642	0.955184189235436	0.4991348169	0.5326713636	0.5311097962	0.5239178666546456
HepG2	c-Myc	None	0.985493686	0.9876188275	0.9875461328	0.9892662124041238	0.1468443771	0.2003418136	0.2371182068	0.2598355664253012
HepG2	CTCF	None	0.993867968	0.9955324582	0.995720875	0.9966586521127834	0.7347990283	0.764153341	0.771240209	0.7971917459577145
HepG2	Pol2	None	0.935757735	0.9421611486	0.9431608	0.9463410508177629	0.3928996726	0.4074481721	0.4131826108	0.4022216094372434
HUVEC	c-Myc	None	0.97741601	0.9812138786	0.9801907348	0.9859359960376197	0.1704759298	0.1971586933	0.2121033697	0.2589088246976518
HUVEC	CTCF	None	0.985417704	0.9881278773	0.9890396384	0.990303307721974	0.5559284224	0.588793724	0.6004387517	0.6136164004139788
HUVEC	Pol2	None	0.977861799	0.9788580936	0.9783578767	0.9808555552791355	0.4552188304	0.5010767595	0.5065756864	0.49551427468443493
K562	c-Myc	None	0.978468129	0.9818984289	0.981977419	0.983588281428098	0.2043344272	0.2465485727	0.25864734	0.2840778035922227
K562	CTCF	None	0.985276433	0.9883184645	0.9895367714	0.9908387849472756	0.593767632	0.6289346951	0.6358901528	0.647536310449339
K562	Pol2	None	0.948191162	0.9546250396	0.9536266877	0.9559244306610688	0.4314425316	0.4643546708	0.4559514313	0.4517678665249788
MCF-7	c-Myc	estrogen	0.95436269	0.9627683266	0.9655566448	0.9699714290242148	0.2040085188	0.2385317868	0.2594906586	0.279500549732416
MCF-7	c-Myc	serum_stimulated_media	0.969123341	0.9722531766	0.9734801499	0.9748883424557871	0.3539128017	0.3768946309	0.3920640089	0.3973262341941049
MCF-7	c-Myc	serum_starved_media	0.964784201	0.9678507409	0.9676389063	0.967693520521286	0.1435316952	0.1779885319	0.1766228014	0.18125828271059552
MCF-7	c-Myc	vehicle	0.949546075	0.9595068193	0.9609970159	0.968625749152505	0.3586178619	0.3953353822	0.4082976544	0.42291210903495646
MCF-7	CTCF	estrogen	0.980948526	0.9846674935	0.9859609727	0.9876064647402673	0.5852836465	0.6521294775	0.6604820439	0.6774078726181583
MCF-7	CTCF	serum_stimulated_media	0.980036951	0.9835620545	0.9844487351	0.9858715424558132	0.6039451503	0.6442456539	0.648550554	0.6586831983520024
MCF-7	CTCF	serum_starved_media	0.978199867	0.9826405646	0.9833364484	0.9845996668565313	0.582998545	0.6232193025	0.6300535026	0.6403594619219968
MCF-7	CTCF	None	0.979445883	0.984418652	0.9851506937	0.9871103512767628	0.5992568532	0.6440205591	0.652074639	0.6633288139292215
MCF-7	CTCF	vehicle	0.975924418	0.9811237603	0.9826726276	0.9851784545035133	0.6429636728	0.6833826518	0.6894038223	0.7053386689180716
MCF-7	Pol2	serum_stimulated_media	0.97466673	0.9760946349	0.9763034458	0.9765962865841102	0.5537711966	0.5817102039	0.5851307814	0.5718333066479998
MCF-7	Pol2	serum_starved_media	0.97222939	0.9743369827	0.9741474115	0.9755680445535345	0.4714502389	0.5028120103	0.5022073008	0.5016544209990224
MCF-7	Pol2	None	0.929799688	0.9350954604	0.9357745583	0.9373989324523584	0.3923924946	0.4148724665	0.4102451952	0.41130323299561855
NHEK	CTCF	None	0.980631381	0.986267542	0.9869974926	0.989140173772465	0.6232304816	0.6680686323	0.6734871582	0.6928148077722799
ProgFib	CTCF	None	0.983642828	0.9877449728	0.9884029893	0.9898281943693292	0.5624671566	0.615093159	0.6193981952	0.633455756737168
ProgFib	Pol2	None	0.951535351	0.9539642157	0.9532977309	0.9564856408019861	0.4243827051	0.4517958387	0.4513854255	0.4455330010941699
A549	CTCF	None	0.979687352	0.9835144853	0.9855156747	0.9871437572215662	0.6436818089	0.6889449559	0.7047235443	0.7177940663934981
AG04449	CTCF	None	0.983731802	0.9864274423	0.9878542937	0.9896594320866039	0.6184795282	0.6574918937	0.6589745126	0.6777450143254309
AG04450	CTCF	None	0.976416475	0.9803404694	0.9832773112	0.985596379079735	0.6190081946	0.654670732	0.6667782941	0.684848773921028
AG09309	CTCF	None	0.982668654	0.9862567977	0.987488322	0.9891342985178144	0.6632647686	0.7027894713	0.7155834297	0.7290269549945574
AG09319	CTCF	None	0.978336314	0.9816625496	0.9835436525	0.9854584267353513	0.6486175458	0.6810816018	0.6919745276	0.703351195719318
AG10803	CTCF	None	0.977383406	0.9814808001	0.9836928361	0.9859085854844004	0.6204530897	0.6498434737	0.6628024584	0.6819276482082136
